タイトル,年月,売上予測（円）,サービス開始日,サービス終了日,備考
ミラクルマッチ,2022/07,24930000,2022/6/14,2023/07/31,"原作モノ, 無料, 対戦プレイ"
ミラクルマッチ,2022/06,37580000,2022/6/14,2023/07/31,"原作モノ, 無料, 対戦プレイ"
ミラクルマッチ,2023/06,2500000,2022/6/14,2023/07/31,"原作モノ, 無料, 対戦プレイ"
ミラクルマッチ,2023/05,2220000,2022/6/14,2023/07/31,"原作モノ, 無料, 対戦プレイ"
ミラクルマッチ,2023/04,6130000,2022/6/14,2023/07/31,"原作モノ, 無料, 対戦プレイ"
ミラクルマッチ,2023/03,6110000,2022/6/14,2023/07/31,"原作モノ, 無料, 対戦プレイ"
ミラクルマッチ,2023/02,6210000,2022/6/14,2023/07/31,"原作モノ, 無料, 対戦プレイ"
ミラクルマッチ,2023/01,8050000,2022/6/14,2023/07/31,"原作モノ, 無料, 対戦プレイ"
鋼の錬金術師 MOBILE,2022/12,164000000,2022/8/4,2024/03/29,"アニメ/コミック, 原作モノ, 無料"
鋼の錬金術師 MOBILE,2022/11,186000000,2022/8/4,2024/03/29,"アニメ/コミック, 原作モノ, 無料"
鋼の錬金術師 MOBILE,2022/10,278000000,2022/8/4,2024/03/29,"アニメ/コミック, 原作モノ, 無料"
鋼の錬金術師 MOBILE,2022/09,575000000,2022/8/4,2024/03/29,"アニメ/コミック, 原作モノ, 無料"
鋼の錬金術師 MOBILE,2022/08,1200000000,2022/8/4,2024/03/29,"アニメ/コミック, 原作モノ, 無料"
鋼の錬金術師 MOBILE,2023/12,27050000,2022/8/4,2024/03/29,"アニメ/コミック, 原作モノ, 無料"
鋼の錬金術師 MOBILE,2023/11,27650000,2022/8/4,2024/03/29,"アニメ/コミック, 原作モノ, 無料"
鋼の錬金術師 MOBILE,2023/10,36690000,2022/8/4,2024/03/29,"アニメ/コミック, 原作モノ, 無料"
鋼の錬金術師 MOBILE,2023/09,59150000,2022/8/4,2024/03/29,"アニメ/コミック, 原作モノ, 無料"
鋼の錬金術師 MOBILE,2023/08,178000000,2022/8/4,2024/03/29,"アニメ/コミック, 原作モノ, 無料"
鋼の錬金術師 MOBILE,2023/07,78340000,2022/8/4,2024/03/29,"アニメ/コミック, 原作モノ, 無料"
鋼の錬金術師 MOBILE,2023/06,57020000,2022/8/4,2024/03/29,"アニメ/コミック, 原作モノ, 無料"
鋼の錬金術師 MOBILE,2023/05,78980000,2022/8/4,2024/03/29,"アニメ/コミック, 原作モノ, 無料"
鋼の錬金術師 MOBILE,2023/04,67500000,2022/8/4,2024/03/29,"アニメ/コミック, 原作モノ, 無料"
鋼の錬金術師 MOBILE,2023/03,117000000,2022/8/4,2024/03/29,"アニメ/コミック, 原作モノ, 無料"
鋼の錬金術師 MOBILE,2023/02,146000000,2022/8/4,2024/03/29,"アニメ/コミック, 原作モノ, 無料"
鋼の錬金術師 MOBILE,2023/01,254000000,2022/8/4,2024/03/29,"アニメ/コミック, 原作モノ, 無料"
テクノロイド ユニゾンハート,2022/12,25560000,2022/1/21,2025/01/31,"女性向け, パズル, 無料, 浦 和希, 古川 慎, 梶原岳人, 榎木淳弥, 大塚剛央, 仲村宗悟, 渋谷 慧, 峯田大夢, kayto, 萩谷慧悟, 杉林晟人, イケメン"
テクノロイド ユニゾンハート,2022/11,21810000,2022/1/21,2025/01/31,"女性向け, パズル, 無料, 浦 和希, 古川 慎, 梶原岳人, 榎木淳弥, 大塚剛央, 仲村宗悟, 渋谷 慧, 峯田大夢, kayto, 萩谷慧悟, 杉林晟人, イケメン"
テクノロイド ユニゾンハート,2022/10,23760000,2022/1/21,2025/01/31,"女性向け, パズル, 無料, 浦 和希, 古川 慎, 梶原岳人, 榎木淳弥, 大塚剛央, 仲村宗悟, 渋谷 慧, 峯田大夢, kayto, 萩谷慧悟, 杉林晟人, イケメン"
テクノロイド ユニゾンハート,2022/09,21260000,2022/1/21,2025/01/31,"女性向け, パズル, 無料, 浦 和希, 古川 慎, 梶原岳人, 榎木淳弥, 大塚剛央, 仲村宗悟, 渋谷 慧, 峯田大夢, kayto, 萩谷慧悟, 杉林晟人, イケメン"
テクノロイド ユニゾンハート,2022/08,31670000,2022/1/21,2025/01/31,"女性向け, パズル, 無料, 浦 和希, 古川 慎, 梶原岳人, 榎木淳弥, 大塚剛央, 仲村宗悟, 渋谷 慧, 峯田大夢, kayto, 萩谷慧悟, 杉林晟人, イケメン"
テクノロイド ユニゾンハート,2022/07,32070000,2022/1/21,2025/01/31,"女性向け, パズル, 無料, 浦 和希, 古川 慎, 梶原岳人, 榎木淳弥, 大塚剛央, 仲村宗悟, 渋谷 慧, 峯田大夢, kayto, 萩谷慧悟, 杉林晟人, イケメン"
テクノロイド ユニゾンハート,2022/06,27890000,2022/1/21,2025/01/31,"女性向け, パズル, 無料, 浦 和希, 古川 慎, 梶原岳人, 榎木淳弥, 大塚剛央, 仲村宗悟, 渋谷 慧, 峯田大夢, kayto, 萩谷慧悟, 杉林晟人, イケメン"
テクノロイド ユニゾンハート,2022/05,30100000,2022/1/21,2025/01/31,"女性向け, パズル, 無料, 浦 和希, 古川 慎, 梶原岳人, 榎木淳弥, 大塚剛央, 仲村宗悟, 渋谷 慧, 峯田大夢, kayto, 萩谷慧悟, 杉林晟人, イケメン"
テクノロイド ユニゾンハート,2022/04,37840000,2022/1/21,2025/01/31,"女性向け, パズル, 無料, 浦 和希, 古川 慎, 梶原岳人, 榎木淳弥, 大塚剛央, 仲村宗悟, 渋谷 慧, 峯田大夢, kayto, 萩谷慧悟, 杉林晟人, イケメン"
テクノロイド ユニゾンハート,2022/03,44080000,2022/1/21,2025/01/31,"女性向け, パズル, 無料, 浦 和希, 古川 慎, 梶原岳人, 榎木淳弥, 大塚剛央, 仲村宗悟, 渋谷 慧, 峯田大夢, kayto, 萩谷慧悟, 杉林晟人, イケメン"
テクノロイド ユニゾンハート,2022/02,52440000,2022/1/21,2025/01/31,"女性向け, パズル, 無料, 浦 和希, 古川 慎, 梶原岳人, 榎木淳弥, 大塚剛央, 仲村宗悟, 渋谷 慧, 峯田大夢, kayto, 萩谷慧悟, 杉林晟人, イケメン"
テクノロイド ユニゾンハート,2023/12,16480000,2022/1/21,2025/01/31,"女性向け, パズル, 無料, 浦 和希, 古川 慎, 梶原岳人, 榎木淳弥, 大塚剛央, 仲村宗悟, 渋谷 慧, 峯田大夢, kayto, 萩谷慧悟, 杉林晟人, イケメン"
テクノロイド ユニゾンハート,2023/11,18020000,2022/1/21,2025/01/31,"女性向け, パズル, 無料, 浦 和希, 古川 慎, 梶原岳人, 榎木淳弥, 大塚剛央, 仲村宗悟, 渋谷 慧, 峯田大夢, kayto, 萩谷慧悟, 杉林晟人, イケメン"
テクノロイド ユニゾンハート,2023/10,16700000,2022/1/21,2025/01/31,"女性向け, パズル, 無料, 浦 和希, 古川 慎, 梶原岳人, 榎木淳弥, 大塚剛央, 仲村宗悟, 渋谷 慧, 峯田大夢, kayto, 萩谷慧悟, 杉林晟人, イケメン"
テクノロイド ユニゾンハート,2023/09,15810000,2022/1/21,2025/01/31,"女性向け, パズル, 無料, 浦 和希, 古川 慎, 梶原岳人, 榎木淳弥, 大塚剛央, 仲村宗悟, 渋谷 慧, 峯田大夢, kayto, 萩谷慧悟, 杉林晟人, イケメン"
テクノロイド ユニゾンハート,2023/08,21470000,2022/1/21,2025/01/31,"女性向け, パズル, 無料, 浦 和希, 古川 慎, 梶原岳人, 榎木淳弥, 大塚剛央, 仲村宗悟, 渋谷 慧, 峯田大夢, kayto, 萩谷慧悟, 杉林晟人, イケメン"
テクノロイド ユニゾンハート,2023/07,26450000,2022/1/21,2025/01/31,"女性向け, パズル, 無料, 浦 和希, 古川 慎, 梶原岳人, 榎木淳弥, 大塚剛央, 仲村宗悟, 渋谷 慧, 峯田大夢, kayto, 萩谷慧悟, 杉林晟人, イケメン"
テクノロイド ユニゾンハート,2023/06,20340000,2022/1/21,2025/01/31,"女性向け, パズル, 無料, 浦 和希, 古川 慎, 梶原岳人, 榎木淳弥, 大塚剛央, 仲村宗悟, 渋谷 慧, 峯田大夢, kayto, 萩谷慧悟, 杉林晟人, イケメン"
テクノロイド ユニゾンハート,2023/05,20320000,2022/1/21,2025/01/31,"女性向け, パズル, 無料, 浦 和希, 古川 慎, 梶原岳人, 榎木淳弥, 大塚剛央, 仲村宗悟, 渋谷 慧, 峯田大夢, kayto, 萩谷慧悟, 杉林晟人, イケメン"
テクノロイド ユニゾンハート,2023/04,24770000,2022/1/21,2025/01/31,"女性向け, パズル, 無料, 浦 和希, 古川 慎, 梶原岳人, 榎木淳弥, 大塚剛央, 仲村宗悟, 渋谷 慧, 峯田大夢, kayto, 萩谷慧悟, 杉林晟人, イケメン"
テクノロイド ユニゾンハート,2023/03,26450000,2022/1/21,2025/01/31,"女性向け, パズル, 無料, 浦 和希, 古川 慎, 梶原岳人, 榎木淳弥, 大塚剛央, 仲村宗悟, 渋谷 慧, 峯田大夢, kayto, 萩谷慧悟, 杉林晟人, イケメン"
テクノロイド ユニゾンハート,2023/02,26180000,2022/1/21,2025/01/31,"女性向け, パズル, 無料, 浦 和希, 古川 慎, 梶原岳人, 榎木淳弥, 大塚剛央, 仲村宗悟, 渋谷 慧, 峯田大夢, kayto, 萩谷慧悟, 杉林晟人, イケメン"
テクノロイド ユニゾンハート,2023/01,38960000,2022/1/21,2025/01/31,"女性向け, パズル, 無料, 浦 和希, 古川 慎, 梶原岳人, 榎木淳弥, 大塚剛央, 仲村宗悟, 渋谷 慧, 峯田大夢, kayto, 萩谷慧悟, 杉林晟人, イケメン"
テクノロイド ユニゾンハート,2024/12,2250000,2022/1/21,2025/01/31,"女性向け, パズル, 無料, 浦 和希, 古川 慎, 梶原岳人, 榎木淳弥, 大塚剛央, 仲村宗悟, 渋谷 慧, 峯田大夢, kayto, 萩谷慧悟, 杉林晟人, イケメン"
テクノロイド ユニゾンハート,2024/11,6390000,2022/1/21,2025/01/31,"女性向け, パズル, 無料, 浦 和希, 古川 慎, 梶原岳人, 榎木淳弥, 大塚剛央, 仲村宗悟, 渋谷 慧, 峯田大夢, kayto, 萩谷慧悟, 杉林晟人, イケメン"
テクノロイド ユニゾンハート,2024/09,16490000,2022/1/21,2025/01/31,"女性向け, パズル, 無料, 浦 和希, 古川 慎, 梶原岳人, 榎木淳弥, 大塚剛央, 仲村宗悟, 渋谷 慧, 峯田大夢, kayto, 萩谷慧悟, 杉林晟人, イケメン"
テクノロイド ユニゾンハート,2024/08,10690000,2022/1/21,2025/01/31,"女性向け, パズル, 無料, 浦 和希, 古川 慎, 梶原岳人, 榎木淳弥, 大塚剛央, 仲村宗悟, 渋谷 慧, 峯田大夢, kayto, 萩谷慧悟, 杉林晟人, イケメン"
テクノロイド ユニゾンハート,2024/07,17990000,2022/1/21,2025/01/31,"女性向け, パズル, 無料, 浦 和希, 古川 慎, 梶原岳人, 榎木淳弥, 大塚剛央, 仲村宗悟, 渋谷 慧, 峯田大夢, kayto, 萩谷慧悟, 杉林晟人, イケメン"
テクノロイド ユニゾンハート,2024/06,17860000,2022/1/21,2025/01/31,"女性向け, パズル, 無料, 浦 和希, 古川 慎, 梶原岳人, 榎木淳弥, 大塚剛央, 仲村宗悟, 渋谷 慧, 峯田大夢, kayto, 萩谷慧悟, 杉林晟人, イケメン"
テクノロイド ユニゾンハート,2024/05,18710000,2022/1/21,2025/01/31,"女性向け, パズル, 無料, 浦 和希, 古川 慎, 梶原岳人, 榎木淳弥, 大塚剛央, 仲村宗悟, 渋谷 慧, 峯田大夢, kayto, 萩谷慧悟, 杉林晟人, イケメン"
テクノロイド ユニゾンハート,2024/04,22660000,2022/1/21,2025/01/31,"女性向け, パズル, 無料, 浦 和希, 古川 慎, 梶原岳人, 榎木淳弥, 大塚剛央, 仲村宗悟, 渋谷 慧, 峯田大夢, kayto, 萩谷慧悟, 杉林晟人, イケメン"
テクノロイド ユニゾンハート,2024/03,19570000,2022/1/21,2025/01/31,"女性向け, パズル, 無料, 浦 和希, 古川 慎, 梶原岳人, 榎木淳弥, 大塚剛央, 仲村宗悟, 渋谷 慧, 峯田大夢, kayto, 萩谷慧悟, 杉林晟人, イケメン"
テクノロイド ユニゾンハート,2024/02,20580000,2022/1/21,2025/01/31,"女性向け, パズル, 無料, 浦 和希, 古川 慎, 梶原岳人, 榎木淳弥, 大塚剛央, 仲村宗悟, 渋谷 慧, 峯田大夢, kayto, 萩谷慧悟, 杉林晟人, イケメン"
テクノロイド ユニゾンハート,2024/01,33650000,2022/1/21,2025/01/31,"女性向け, パズル, 無料, 浦 和希, 古川 慎, 梶原岳人, 榎木淳弥, 大塚剛央, 仲村宗悟, 渋谷 慧, 峯田大夢, kayto, 萩谷慧悟, 杉林晟人, イケメン"
