タイトル,年月,発売日,サービス終了日,売上予測（円）,備考
テクノロイド ユニゾンハート,Oct-22,2022/1/21,2025/1/31,23760000,"女性向け, パズル, 無料, 浦 和希, 古川 慎, 梶原岳人, 榎木淳弥, 大塚剛央, 仲村宗悟, 渋谷 慧, 峯田大夢, kayto, 萩谷慧悟, 杉林晟人, イケメン"
テクノロイド ユニゾンハート,Sep-22,2022/1/21,2025/1/31,21260000,"女性向け, パズル, 無料, 浦 和希, 古川 慎, 梶原岳人, 榎木淳弥, 大塚剛央, 仲村宗悟, 渋谷 慧, 峯田大夢, kayto, 萩谷慧悟, 杉林晟人, イケメン"
テクノロイド ユニゾンハート,Aug-22,2022/1/21,2025/1/31,31670000,"女性向け, パズル, 無料, 浦 和希, 古川 慎, 梶原岳人, 榎木淳弥, 大塚剛央, 仲村宗悟, 渋谷 慧, 峯田大夢, kayto, 萩谷慧悟, 杉林晟人, イケメン"
テクノロイド ユニゾンハート,Jul-22,2022/1/21,2025/1/31,32070000,"女性向け, パズル, 無料, 浦 和希, 古川 慎, 梶原岳人, 榎木淳弥, 大塚剛央, 仲村宗悟, 渋谷 慧, 峯田大夢, kayto, 萩谷慧悟, 杉林晟人, イケメン"
テクノロイド ユニゾンハート,Jun-22,2022/1/21,2025/1/31,27890000,"女性向け, パズル, 無料, 浦 和希, 古川 慎, 梶原岳人, 榎木淳弥, 大塚剛央, 仲村宗悟, 渋谷 慧, 峯田大夢, kayto, 萩谷慧悟, 杉林晟人, イケメン"
テクノロイド ユニゾンハート,May-22,2022/1/21,2025/1/31,30100000,"女性向け, パズル, 無料, 浦 和希, 古川 慎, 梶原岳人, 榎木淳弥, 大塚剛央, 仲村宗悟, 渋谷 慧, 峯田大夢, kayto, 萩谷慧悟, 杉林晟人, イケメン"
テクノロイド ユニゾンハート,Apr-22,2022/1/21,2025/1/31,37840000,"女性向け, パズル, 無料, 浦 和希, 古川 慎, 梶原岳人, 榎木淳弥, 大塚剛央, 仲村宗悟, 渋谷 慧, 峯田大夢, kayto, 萩谷慧悟, 杉林晟人, イケメン"
テクノロイド ユニゾンハート,Mar-22,2022/1/21,2025/1/31,44080000,"女性向け, パズル, 無料, 浦 和希, 古川 慎, 梶原岳人, 榎木淳弥, 大塚剛央, 仲村宗悟, 渋谷 慧, 峯田大夢, kayto, 萩谷慧悟, 杉林晟人, イケメン"
テクノロイド ユニゾンハート,Feb-22,2022/1/21,2025/1/31,52440000,"女性向け, パズル, 無料, 浦 和希, 古川 慎, 梶原岳人, 榎木淳弥, 大塚剛央, 仲村宗悟, 渋谷 慧, 峯田大夢, kayto, 萩谷慧悟, 杉林晟人, イケメン"
テクノロイド ユニゾンハート,Dec-23,2022/1/21,2025/1/31,16480000,"女性向け, パズル, 無料, 浦 和希, 古川 慎, 梶原岳人, 榎木淳弥, 大塚剛央, 仲村宗悟, 渋谷 慧, 峯田大夢, kayto, 萩谷慧悟, 杉林晟人, イケメン"
テクノロイド ユニゾンハート,Nov-23,2022/1/21,2025/1/31,18020000,"女性向け, パズル, 無料, 浦 和希, 古川 慎, 梶原岳人, 榎木淳弥, 大塚剛央, 仲村宗悟, 渋谷 慧, 峯田大夢, kayto, 萩谷慧悟, 杉林晟人, イケメン"
テクノロイド ユニゾンハート,Oct-23,2022/1/21,2025/1/31,16700000,"女性向け, パズル, 無料, 浦 和希, 古川 慎, 梶原岳人, 榎木淳弥, 大塚剛央, 仲村宗悟, 渋谷 慧, 峯田大夢, kayto, 萩谷慧悟, 杉林晟人, イケメン"
テクノロイド ユニゾンハート,Sep-23,2022/1/21,2025/1/31,15810000,"女性向け, パズル, 無料, 浦 和希, 古川 慎, 梶原岳人, 榎木淳弥, 大塚剛央, 仲村宗悟, 渋谷 慧, 峯田大夢, kayto, 萩谷慧悟, 杉林晟人, イケメン"
テクノロイド ユニゾンハート,Aug-23,2022/1/21,2025/1/31,21470000,"女性向け, パズル, 無料, 浦 和希, 古川 慎, 梶原岳人, 榎木淳弥, 大塚剛央, 仲村宗悟, 渋谷 慧, 峯田大夢, kayto, 萩谷慧悟, 杉林晟人, イケメン"
テクノロイド ユニゾンハート,Jul-23,2022/1/21,2025/1/31,26450000,"女性向け, パズル, 無料, 浦 和希, 古川 慎, 梶原岳人, 榎木淳弥, 大塚剛央, 仲村宗悟, 渋谷 慧, 峯田大夢, kayto, 萩谷慧悟, 杉林晟人, イケメン"
テクノロイド ユニゾンハート,Jun-23,2022/1/21,2025/1/31,20340000,"女性向け, パズル, 無料, 浦 和希, 古川 慎, 梶原岳人, 榎木淳弥, 大塚剛央, 仲村宗悟, 渋谷 慧, 峯田大夢, kayto, 萩谷慧悟, 杉林晟人, イケメン"
テクノロイド ユニゾンハート,May-23,2022/1/21,2025/1/31,20320000,"女性向け, パズル, 無料, 浦 和希, 古川 慎, 梶原岳人, 榎木淳弥, 大塚剛央, 仲村宗悟, 渋谷 慧, 峯田大夢, kayto, 萩谷慧悟, 杉林晟人, イケメン"
テクノロイド ユニゾンハート,Apr-23,2022/1/21,2025/1/31,24770000,"女性向け, パズル, 無料, 浦 和希, 古川 慎, 梶原岳人, 榎木淳弥, 大塚剛央, 仲村宗悟, 渋谷 慧, 峯田大夢, kayto, 萩谷慧悟, 杉林晟人, イケメン"
テクノロイド ユニゾンハート,Mar-23,2022/1/21,2025/1/31,26450000,"女性向け, パズル, 無料, 浦 和希, 古川 慎, 梶原岳人, 榎木淳弥, 大塚剛央, 仲村宗悟, 渋谷 慧, 峯田大夢, kayto, 萩谷慧悟, 杉林晟人, イケメン"
テクノロイド ユニゾンハート,Feb-23,2022/1/21,2025/1/31,26180000,"女性向け, パズル, 無料, 浦 和希, 古川 慎, 梶原岳人, 榎木淳弥, 大塚剛央, 仲村宗悟, 渋谷 慧, 峯田大夢, kayto, 萩谷慧悟, 杉林晟人, イケメン"
テクノロイド ユニゾンハート,Jan-23,2022/1/21,2025/1/31,38960000,"女性向け, パズル, 無料, 浦 和希, 古川 慎, 梶原岳人, 榎木淳弥, 大塚剛央, 仲村宗悟, 渋谷 慧, 峯田大夢, kayto, 萩谷慧悟, 杉林晟人, イケメン"
テクノロイド ユニゾンハート,Dec-24,2022/1/21,2025/1/31,2250000,"女性向け, パズル, 無料, 浦 和希, 古川 慎, 梶原岳人, 榎木淳弥, 大塚剛央, 仲村宗悟, 渋谷 慧, 峯田大夢, kayto, 萩谷慧悟, 杉林晟人, イケメン"
テクノロイド ユニゾンハート,Nov-24,2022/1/21,2025/1/31,6390000,"女性向け, パズル, 無料, 浦 和希, 古川 慎, 梶原岳人, 榎木淳弥, 大塚剛央, 仲村宗悟, 渋谷 慧, 峯田大夢, kayto, 萩谷慧悟, 杉林晟人, イケメン"
テクノロイド ユニゾンハート,Sep-24,2022/1/21,2025/1/31,16490000,"女性向け, パズル, 無料, 浦 和希, 古川 慎, 梶原岳人, 榎木淳弥, 大塚剛央, 仲村宗悟, 渋谷 慧, 峯田大夢, kayto, 萩谷慧悟, 杉林晟人, イケメン"
テクノロイド ユニゾンハート,Aug-24,2022/1/21,2025/1/31,10690000,"女性向け, パズル, 無料, 浦 和希, 古川 慎, 梶原岳人, 榎木淳弥, 大塚剛央, 仲村宗悟, 渋谷 慧, 峯田大夢, kayto, 萩谷慧悟, 杉林晟人, イケメン"
テクノロイド ユニゾンハート,Jul-24,2022/1/21,2025/1/31,17990000,"女性向け, パズル, 無料, 浦 和希, 古川 慎, 梶原岳人, 榎木淳弥, 大塚剛央, 仲村宗悟, 渋谷 慧, 峯田大夢, kayto, 萩谷慧悟, 杉林晟人, イケメン"
テクノロイド ユニゾンハート,Jun-24,2022/1/21,2025/1/31,17860000,"女性向け, パズル, 無料, 浦 和希, 古川 慎, 梶原岳人, 榎木淳弥, 大塚剛央, 仲村宗悟, 渋谷 慧, 峯田大夢, kayto, 萩谷慧悟, 杉林晟人, イケメン"
テクノロイド ユニゾンハート,May-24,2022/1/21,2025/1/31,18710000,"女性向け, パズル, 無料, 浦 和希, 古川 慎, 梶原岳人, 榎木淳弥, 大塚剛央, 仲村宗悟, 渋谷 慧, 峯田大夢, kayto, 萩谷慧悟, 杉林晟人, イケメン"
テクノロイド ユニゾンハート,Apr-24,2022/1/21,2025/1/31,22660000,"女性向け, パズル, 無料, 浦 和希, 古川 慎, 梶原岳人, 榎木淳弥, 大塚剛央, 仲村宗悟, 渋谷 慧, 峯田大夢, kayto, 萩谷慧悟, 杉林晟人, イケメン"
テクノロイド ユニゾンハート,Mar-24,2022/1/21,2025/1/31,19570000,"女性向け, パズル, 無料, 浦 和希, 古川 慎, 梶原岳人, 榎木淳弥, 大塚剛央, 仲村宗悟, 渋谷 慧, 峯田大夢, kayto, 萩谷慧悟, 杉林晟人, イケメン"
テクノロイド ユニゾンハート,Feb-24,2022/1/21,2025/1/31,20580000,"女性向け, パズル, 無料, 浦 和希, 古川 慎, 梶原岳人, 榎木淳弥, 大塚剛央, 仲村宗悟, 渋谷 慧, 峯田大夢, kayto, 萩谷慧悟, 杉林晟人, イケメン"
テクノロイド ユニゾンハート,Jan-24,2022/1/21,2025/1/31,33650000,"女性向け, パズル, 無料, 浦 和希, 古川 慎, 梶原岳人, 榎木淳弥, 大塚剛央, 仲村宗悟, 渋谷 慧, 峯田大夢, kayto, 萩谷慧悟, 杉林晟人, イケメン"
エターナルツリー,Dec-22,2022/6/23,2023/6/29,9700000,無料
エターナルツリー,Nov-22,2022/6/23,2023/6/29,13010000,無料
エターナルツリー,Oct-22,2022/6/23,2023/6/29,19700000,無料
エターナルツリー,Sep-22,2022/6/23,2023/6/29,25270000,無料
エターナルツリー,Aug-22,2022/6/23,2023/6/29,41640000,無料
エターナルツリー,Jul-22,2022/6/23,2023/6/29,143000000,無料
エターナルツリー,Jun-22,2022/6/23,2023/6/29,78200000,無料
エターナルツリー,Apr-23,2022/6/23,2023/6/29,3360000,無料
エターナルツリー,Mar-23,2022/6/23,2023/6/29,1720000,無料
エターナルツリー,Feb-23,2022/6/23,2023/6/29,3720000,無料
エターナルツリー,Jan-23,2022/6/23,2023/6/29,15790000,無料
からかい上手の高木さん キュンキュンレコーズ,Dec-22,2022/6/8,2023/3/29,5610000,"アニメ/コミック, 原作モノ, カジュアル, 無料, プレイ人数：1人, 恋愛"
からかい上手の高木さん キュンキュンレコーズ,Nov-22,2022/6/8,2023/3/29,3270000,"アニメ/コミック, 原作モノ, カジュアル, 無料, プレイ人数：1人, 恋愛"
からかい上手の高木さん キュンキュンレコーズ,Oct-22,2022/6/8,2023/3/29,6030000,"アニメ/コミック, 原作モノ, カジュアル, 無料, プレイ人数：1人, 恋愛"
からかい上手の高木さん キュンキュンレコーズ,Sep-22,2022/6/8,2023/3/29,4360000,"アニメ/コミック, 原作モノ, カジュアル, 無料, プレイ人数：1人, 恋愛"
からかい上手の高木さん キュンキュンレコーズ,Aug-22,2022/6/8,2023/3/29,8890000,"アニメ/コミック, 原作モノ, カジュアル, 無料, プレイ人数：1人, 恋愛"
からかい上手の高木さん キュンキュンレコーズ,Jul-22,2022/6/8,2023/3/29,12830000,"アニメ/コミック, 原作モノ, カジュアル, 無料, プレイ人数：1人, 恋愛"
からかい上手の高木さん キュンキュンレコーズ,Jun-22,2022/6/8,2023/3/29,22060000,"アニメ/コミック, 原作モノ, カジュアル, 無料, プレイ人数：1人, 恋愛"
からかい上手の高木さん キュンキュンレコーズ,Feb-23,2022/6/8,2023/3/29,640000,"アニメ/コミック, 原作モノ, カジュアル, 無料, プレイ人数：1人, 恋愛"
からかい上手の高木さん キュンキュンレコーズ,Jan-23,2022/6/8,2023/3/29,11650000,"アニメ/コミック, 原作モノ, カジュアル, 無料, プレイ人数：1人, 恋愛"
エンゲージ・キル,Dec-23,2023/3/1,2024/3/21,37690000,"原作モノ, 恋愛, アニメ/コミック, 無料"
エンゲージ・キル,Nov-23,2023/3/1,2024/3/21,21690000,"原作モノ, 恋愛, アニメ/コミック, 無料"
エンゲージ・キル,Oct-23,2023/3/1,2024/3/21,23710000,"原作モノ, 恋愛, アニメ/コミック, 無料"
エンゲージ・キル,Sep-23,2023/3/1,2024/3/21,53790000,"原作モノ, 恋愛, アニメ/コミック, 無料"
エンゲージ・キル,Aug-23,2023/3/1,2024/3/21,35120000,"原作モノ, 恋愛, アニメ/コミック, 無料"
エンゲージ・キル,Jul-23,2023/3/1,2024/3/21,49290000,"原作モノ, 恋愛, アニメ/コミック, 無料"
エンゲージ・キル,Jun-23,2023/3/1,2024/3/21,34260000,"原作モノ, 恋愛, アニメ/コミック, 無料"
エンゲージ・キル,May-23,2023/3/1,2024/3/21,45160000,"原作モノ, 恋愛, アニメ/コミック, 無料"
エンゲージ・キル,Apr-23,2023/3/1,2024/3/21,55550000,"原作モノ, 恋愛, アニメ/コミック, 無料"
エンゲージ・キル,Mar-23,2023/3/1,2024/3/21,168000000,"原作モノ, 恋愛, アニメ/コミック, 無料"
＆0,Dec-22,2022/5/30,2023/2/1,23370000,"学園物, 日本"
＆0,Nov-22,2022/5/30,2023/2/1,21970000,"学園物, 日本"
＆0,Oct-22,2022/5/30,2023/2/1,28830000,"学園物, 日本"
＆0,Sep-22,2022/5/30,2023/2/1,18780000,"学園物, 日本"
＆0,Aug-22,2022/5/30,2023/2/1,25150000,"学園物, 日本"
＆0,Jul-22,2022/5/30,2023/2/1,34400000,"学園物, 日本"
＆0,Jun-22,2022/5/30,2023/2/1,40400000,"学園物, 日本"
タワーオブスカイ,Dec-23,2023/2/28,2024/3/26,1430000,"パズル, 対戦プレイ, 無料"
タワーオブスカイ,Nov-23,2023/2/28,2024/3/26,6220000,"パズル, 対戦プレイ, 無料"
タワーオブスカイ,Oct-23,2023/2/28,2024/3/26,5180000,"パズル, 対戦プレイ, 無料"
タワーオブスカイ,Sep-23,2023/2/28,2024/3/26,22460000,"パズル, 対戦プレイ, 無料"
タワーオブスカイ,Aug-23,2023/2/28,2024/3/26,11510000,"パズル, 対戦プレイ, 無料"
タワーオブスカイ,Jul-23,2023/2/28,2024/3/26,19620000,"パズル, 対戦プレイ, 無料"
タワーオブスカイ,Jun-23,2023/2/28,2024/3/26,167000000,"パズル, 対戦プレイ, 無料"
タワーオブスカイ,May-23,2023/2/28,2024/3/26,26460000,"パズル, 対戦プレイ, 無料"
アストラル・ミラージュ -幻城の姫君-,Dec-22,2022/11/14,2023/12/20,8910000,
アストラル・ミラージュ -幻城の姫君-,Mar-23,2022/11/14,2023/12/20,5370000,
アストラル・ミラージュ -幻城の姫君-,Feb-23,2022/11/14,2023/12/20,570000,
真・三國無双 M,Dec-23,2018/2/8,2025/2/20,98840000,"プレイ人数：1～4人, 格闘, 三国志, 戦国時代, 東洋風, 日本, 武侠, 歴史物"
真・三國無双 M,Nov-23,2018/2/8,2025/2/20,24990000,"プレイ人数：1～4人, 格闘, 三国志, 戦国時代, 東洋風, 日本, 武侠, 歴史物"
真・三國無双 M,Dec-24,2018/2/8,2025/2/20,1040000,"プレイ人数：1～4人, 格闘, 三国志, 戦国時代, 東洋風, 日本, 武侠, 歴史物"
真・三國無双 M,Nov-24,2018/2/8,2025/2/20,23840000,"プレイ人数：1～4人, 格闘, 三国志, 戦国時代, 東洋風, 日本, 武侠, 歴史物"
真・三國無双 M,Oct-24,2018/2/8,2025/2/20,36280000,"プレイ人数：1～4人, 格闘, 三国志, 戦国時代, 東洋風, 日本, 武侠, 歴史物"
真・三國無双 M,Sep-24,2018/2/8,2025/2/20,40520000,"プレイ人数：1～4人, 格闘, 三国志, 戦国時代, 東洋風, 日本, 武侠, 歴史物"
真・三國無双 M,Aug-24,2018/2/8,2025/2/20,49290000,"プレイ人数：1～4人, 格闘, 三国志, 戦国時代, 東洋風, 日本, 武侠, 歴史物"
真・三國無双 M,Jul-24,2018/2/8,2025/2/20,48400000,"プレイ人数：1～4人, 格闘, 三国志, 戦国時代, 東洋風, 日本, 武侠, 歴史物"
真・三國無双 M,Jun-24,2018/2/8,2025/2/20,36440000,"プレイ人数：1～4人, 格闘, 三国志, 戦国時代, 東洋風, 日本, 武侠, 歴史物"
真・三國無双 M,May-24,2018/2/8,2025/2/20,42790000,"プレイ人数：1～4人, 格闘, 三国志, 戦国時代, 東洋風, 日本, 武侠, 歴史物"
真・三國無双 M,Apr-24,2018/2/8,2025/2/20,40850000,"プレイ人数：1～4人, 格闘, 三国志, 戦国時代, 東洋風, 日本, 武侠, 歴史物"
真・三國無双 M,Mar-24,2018/2/8,2025/2/20,54600000,"プレイ人数：1～4人, 格闘, 三国志, 戦国時代, 東洋風, 日本, 武侠, 歴史物"
真・三國無双 M,Feb-24,2018/2/8,2025/2/20,55070000,"プレイ人数：1～4人, 格闘, 三国志, 戦国時代, 東洋風, 日本, 武侠, 歴史物"
真・三國無双 M,Jan-24,2018/2/8,2025/2/20,85520000,"プレイ人数：1～4人, 格闘, 三国志, 戦国時代, 東洋風, 日本, 武侠, 歴史物"
クローズ×WORST - XROSS OVER -,Dec-22,2022/7/20,2024/7/30,21110000,"パズル, 無料"
クローズ×WORST - XROSS OVER -,Nov-22,2022/7/20,2024/7/30,29970000,"パズル, 無料"
クローズ×WORST - XROSS OVER -,Oct-22,2022/7/20,2024/7/30,28360000,"パズル, 無料"
クローズ×WORST - XROSS OVER -,Sep-22,2022/7/20,2024/7/30,25810000,"パズル, 無料"
クローズ×WORST - XROSS OVER -,Aug-22,2022/7/20,2024/7/30,31780000,"パズル, 無料"
クローズ×WORST - XROSS OVER -,Jul-22,2022/7/20,2024/7/30,19200000,"パズル, 無料"
クローズ×WORST - XROSS OVER -,Dec-23,2022/7/20,2024/7/30,18240000,"パズル, 無料"
クローズ×WORST - XROSS OVER -,Nov-23,2022/7/20,2024/7/30,18320000,"パズル, 無料"
クローズ×WORST - XROSS OVER -,Oct-23,2022/7/20,2024/7/30,21670000,"パズル, 無料"
クローズ×WORST - XROSS OVER -,Sep-23,2022/7/20,2024/7/30,20930000,"パズル, 無料"
クローズ×WORST - XROSS OVER -,Aug-23,2022/7/20,2024/7/30,26360000,"パズル, 無料"
クローズ×WORST - XROSS OVER -,Jul-23,2022/7/20,2024/7/30,28840000,"パズル, 無料"
クローズ×WORST - XROSS OVER -,Jun-23,2022/7/20,2024/7/30,20790000,"パズル, 無料"
クローズ×WORST - XROSS OVER -,May-23,2022/7/20,2024/7/30,25160000,"パズル, 無料"
クローズ×WORST - XROSS OVER -,Apr-23,2022/7/20,2024/7/30,23030000,"パズル, 無料"
クローズ×WORST - XROSS OVER -,Mar-23,2022/7/20,2024/7/30,21670000,"パズル, 無料"
クローズ×WORST - XROSS OVER -,Feb-23,2022/7/20,2024/7/30,26680000,"パズル, 無料"
クローズ×WORST - XROSS OVER -,Jan-23,2022/7/20,2024/7/30,33830000,"パズル, 無料"
クローズ×WORST - XROSS OVER -,May-24,2022/7/20,2024/7/30,7550000,"パズル, 無料"
クローズ×WORST - XROSS OVER -,Apr-24,2022/7/20,2024/7/30,19570000,"パズル, 無料"
クローズ×WORST - XROSS OVER -,Mar-24,2022/7/20,2024/7/30,24920000,"パズル, 無料"
クローズ×WORST - XROSS OVER -,Feb-24,2022/7/20,2024/7/30,26200000,"パズル, 無料"
クローズ×WORST - XROSS OVER -,Jan-24,2022/7/20,2024/7/30,37260000,"パズル, 無料"
アスタータタリクス,Dec-23,2023/8/28,2024/9/30,70680000,"無料, ファンタジー"
